sample_id,iteration,seed,Percentage of burned trees
0,0,169000621981427392450787980255448211778,0.003003003003003003
0,1,292261882274952314294773784092438268430,0.004004004004004004
0,2,118164406682875903668599568604082878218,0.004004004004004004
0,3,58876283129298192112638523065146488842,0.002002002002002002
0,4,248437638525251328474962234810354390066,0.0035035035035035035
0,5,120745338927170434552838748381209401930,0.007007007007007007
0,6,308015909423710795003119970958924102800,0.011011011011011011
0,7,292563083125422340812217500321641434087,0.0025025025025025025
0,8,329953364819452476536640001056253508551,0.009009009009009009
0,9,232098437315819051324486689437432744659,0.0035035035035035035
1,0,339003169224519924732861050236678099923,0.0046816479400749065
1,1,110302473177502857192465290969011544729,0.003745318352059925
1,2,124223208271739379983221958357757928510,0.0028089887640449437
1,3,138950069008101816589861459969970788470,0.0046816479400749065
1,4,229214681851493963287197109614186121867,0.003745318352059925
1,5,142414072926333150966364627265171654347,0.0014044943820224719
1,6,179179086339273506375945655257391458440,0.00749063670411985
1,7,97730835117782439257897759030502814005,0.005149812734082397
1,8,21950452313699579989193296600704740714,0.0023408239700374533
1,9,280748995181188879482596047014158065707,0.0032771535580524347
2,0,217949076231026325968712545997810992307,0.007036059806508356
2,1,1040898534703512631318361196558135839,0.002638522427440633
2,2,235264328789402972215174556043223537352,0.006596306068601583
2,3,281689487168045101192454927901927503421,0.0030782761653474055
2,4,20195209206080524062145809053489194568,0.005716798592788039
2,5,154660340216857882724082118442910896757,0.0079155672823219
2,6,133941446802751268469118868888292641318,0.005716798592788039
2,7,42063813234246831190668365398476805761,0.0021987686895338612
2,8,265537044597573635346337816910479161161,0.011873350923482849
2,9,247682837617018199538433596060030153347,0.005277044854881266
3,0,76166667347616310132258570058001841474,0.004975124378109453
3,1,38811295916513049711182772848014835589,0.007048092868988391
3,2,198068799010936980965660632185422912160,0.0037313432835820895
3,3,223042259508179963913456623247867865492,0.0037313432835820895
3,4,235039269667815031714257170928560745635,0.0041459369817578775
3,5,141603842563757373535775344365057940273,0.00538971807628524
3,6,222384873645843086074946032459570538446,0.006633499170812604
3,7,157222268511134675568990073954503388968,0.010364842454394693
3,8,275110510994592125215850902516835323094,0.0037313432835820895
3,9,310374353452299310575335998230045303394,0.007048092868988391
4,0,224527318627558240335329393406177262535,0.010980392156862745
4,1,152755195714277964220701404706856807568,0.010588235294117647
4,2,135294517100894936334836671095636233766,0.008627450980392156
4,3,186990846413799203046492178487893398267,0.009019607843137255
4,4,47660491965372290071499112048534133451,0.004313725490196078
4,5,314071355458488204671101725528440379458,0.003137254901960784
4,6,310370873284959186721185714203322182437,0.0058823529411764705
4,7,27213237169390772105553661898817654384,0.00392156862745098
4,8,74652499109471004449123233930563221009,0.013333333333333334
4,9,222777561844891552337142309089400723397,0.006666666666666667
5,0,245470170545788168984977136183196037398,0.010788690476190476
5,1,53050997090306573441170997035578743669,0.005580357142857143
5,2,93583885826729797853441289182500247794,0.007068452380952381
5,3,105093682220909494483350784171699760737,0.005580357142857143
5,4,320182680274582594358712854525026909325,0.010416666666666666
5,5,92386258478825618548004202398667477653,0.00744047619047619
5,6,150055819898481657500777940702820270842,0.0033482142857142855
5,7,90749391559878724665972814550885166000,0.0033482142857142855
5,8,63171778260794903814039536404607922562,0.005208333333333333
5,9,272197321876058630816418510423593751910,0.002976190476190476
6,0,24511165837714169185238338111428151074,0.006369426751592357
6,1,39127490386360931439825185073007907516,0.012031139419674451
6,2,281306632062737233248804520316783446714,0.004953998584571833
6,3,123339754930769900959241380300283403102,0.0028308563340410475
6,4,69475408938068282696094964612650522068,0.006723283793347488
6,5,99924121613193028980448592762419022008,0.012738853503184714
6,6,49420463236141019985911083247801340454,0.00813871196036801
6,7,291096466052934255671394152078818455991,0.016985138004246284
6,8,114420822640209323195248911227452535266,0.01167728237791932
6,9,197572445030267403804261590138687279274,0.006015569709837226
7,0,75861815354504161495804037772047501327,0.008097165991902834
7,1,276536038780655117796042307238576866433,0.005398110661268556
7,2,191675532338223591056659670634995214888,0.003036437246963563
7,3,290574977155852422194007616508963493270,0.012145748987854251
7,4,65195607502532554512798888382672247504,0.003711201079622132
7,5,269521859767219323899308397619580187229,0.006747638326585695
7,6,317449073821904978777247857361181715848,0.003036437246963563
7,7,192546725456047725951309260548617424604,0.0023616734143049934
7,8,97358323601818486014914458631714898866,0.005060728744939271
7,9,96648744210618830424555603713150644628,0.008771929824561403
8,0,225255823036734917852112525241650302161,0.008704061895551257
8,1,154712030035954791049140254547641614449,0.004835589941972921
8,2,277783510854404223587907775150507772667,0.012572533849129593
8,3,261618512553497231570300810847590863150,0.0016118633139909735
8,4,293621237271941219862559480700938389470,0.0061250805931656995
8,5,247926954058650508866307187733525545249,0.00548033526756931
8,6,263004367125236975487295025996639729284,0.004835589941972921
8,7,129419960880312023109138294084860591563,0.004190844616376531
8,8,116872398682685874351373469988997042887,0.015151515151515152
8,9,282322322831385801298593226215054456834,0.013862024500322373
9,0,14975648958800622569964586088967473930,0.001851851851851852
9,1,275087789834231698564400273041136942467,0.005555555555555556
9,2,330747600722789295731945147535850836730,0.004629629629629629
9,3,338330027278820859264871168153067074424,0.0030864197530864196
9,4,195151901062728035370550007293138626189,0.0070987654320987656
9,5,106501627547532215616465448692749835750,0.01574074074074074
9,6,151433940898752343364161667335448756345,0.004320987654320987
9,7,108779955442549261433017678534385696227,0.0024691358024691358
9,8,177760358854289579047001545238133750360,0.007716049382716049
9,9,61960683408039658672263948745829037991,0.020987654320987655
10,0,276945875592059947353648804404352463819,0.007400828892835998
10,1,6407781352738499999301254708744256635,0.014801657785671996
10,2,167278811518505182638195887699888824639,0.0076968620485494375
10,3,193927922135517060708161907766245257357,0.017465956187092953
10,4,36549776147422468224124629157545863180,0.002960331557134399
10,5,239495900611844859014063335810810210457,0.03256364712847839
10,6,199760050681996055229780183296532700917,0.027827116637063352
10,7,48815043720586765065139791591067201223,0.008584961515689757
10,8,72194127635939758699683004320774443436,0.014801657785671996
10,9,19399406894455481141356780204449173499,0.009769094138543518
11,0,307195773125860691780684233631916598798,0.026734926052332197
11,1,37193603581862536982200156520220530223,0.010523321956769055
11,2,268262349843017700515463519124552323447,0.0022753128555176336
11,3,79597090176752089847475904295384222816,0.003697383390216155
11,4,19232367165517590394363674396764768366,0.007963594994311717
11,5,155994399387165301372765821455255560545,0.0022753128555176336
11,6,138398339262691280531748400530231885518,0.007679180887372013
11,7,329183512293422976577424832452209692694,0.007110352673492605
11,8,324524846470637194055287461552032218032,0.01080773606370876
11,9,247776633958379049640378352779505316744,0.002844141069397042
12,0,67282864944491106987077828089948672157,0.013136288998357963
12,1,250688795444719864523625413608581530410,0.005473453749315818
12,2,164830758550008355183361372268854483116,0.005199781061850027
12,3,259787629664955863428406656475832584616,0.012862616310892173
12,4,81330821070170610924400053486575093598,0.013957307060755337
12,5,114818668359655429822206961108018068150,0.028735632183908046
12,6,328170958192123510815292575522927986384,0.016694033935413247
12,7,152257970553130397875200877949389278360,0.025451559934318555
12,8,217302822017831843357353743903287518040,0.0071154898741105635
12,9,299352842405333727104524471440525327982,0.008210180623973728
13,0,312899965835404051514085510386459759361,0.0050105485232067514
13,1,112471609045387437533115204767456244045,0.013713080168776372
13,2,137042832054613177689098482351113563750,0.002109704641350211
13,3,89051835563368352586850215359382115982,0.011603375527426161
13,4,96677591395954747993545503915026362182,0.00870253164556962
13,5,230065176148894542940173502813257909058,0.023206751054852322
13,6,163159908936699495970090876511958872200,0.04140295358649789
13,7,219535855229248661852793585723348974869,0.018723628691983123
13,8,216087473486977233322419937578249417232,0.015822784810126583
13,9,45397866343348908206917808676066249073,0.003428270042194093
14,0,106120577609568196102763281512521051730,0.025699745547073792
14,1,269062150728844561124911302642319179401,0.002544529262086514
14,2,200195183276781384411968181439418110034,0.002035623409669211
14,3,114475794916592018686286856016341517756,0.010178117048346057
14,4,95336675716778791825349563716587067183,0.02340966921119593
14,5,39992856415343873196831549865322291311,0.021374045801526718
14,6,337695261702287493440523673873871518413,0.0071246819338422395
14,7,46983173127033565959072149958928622957,0.0015267175572519084
14,8,27943008221602611644812572067687469171,0.013740458015267175
14,9,293120331565006848168016624707225311493,0.013231552162849873
15,0,224219520882012623945347438932991495743,0.022123893805309734
15,1,174295624547480142938160002835743107889,0.05432645034414946
15,2,288951779268671133080464684777083556341,0.004178957718780727
15,3,43257901417783922316866039118620136951,0.01966568338249754
15,4,67742843236895767600849058344477822481,0.01966568338249754
15,5,42841464785778521896467656926440828534,0.013028515240904622
15,6,240806103192501536592076174948832703731,0.007620452310717798
15,7,163993258902160672416452242050860936161,0.015240904621435595
15,8,298706817479896688759829288784082408618,0.03883972468043265
15,9,32724359564027038834180344389540071800,0.04252704031465093
16,0,110706591540842805068097572372995453850,0.05611031859248693
16,1,184999052363976264734421804772451213618,0.005468378506894912
16,2,39291023580200246213321221467819819819,0.028768426058012362
16,3,263006253098522356392953339699720713487,0.017118402282453638
16,4,178076075688386714624917765484751920394,0.039942938659058486
16,5,190282641443620276316377025074633589479,0.005706134094151213
16,6,270076183766260826358618166885606908065,0.029243937232524966
16,7,307451567737376483810528539251288474309,0.015691868758915834
16,8,80906592354005631111669924204619728648,0.039942938659058486
16,9,245049347758600034724976725052072888480,0.004992867332382311
17,0,245730972743180228493645248230347021671,0.03430018416206262
17,1,156032994278139712267003860136048113926,0.03522099447513812
17,2,221474421729555295911200315453818760952,0.024631675874769797
17,3,210614844244297352301346313342519549785,0.010589318600368325
17,4,298256845206062630507814720300666829946,0.0016114180478821363
17,5,298902631501308298160033357862031139858,0.04581031307550645
17,6,308747578124741256438423984372677101785,0.02117863720073665
17,7,315922365563899615720440139185013180769,0.010589318600368325
17,8,113973038643869443779067049659043752794,0.030847145488029467
17,9,230790194307221904544144473538038975286,0.044429097605893184
18,0,250089413068354390487514834365063568337,0.012048192771084338
18,1,77484941185221206542056731690228566525,0.0033467202141900937
18,2,221679665678255374717999705707403297320,0.07273538598839803
18,3,101685030657079621356611476996613629326,0.13096831771530568
18,4,12148103861121992758724202752864080120,0.02030343596608657
18,5,267477330834939459193847939853367043273,0.012717536813922356
18,6,202193132655741704199629432483708385573,0.03748326639892905
18,7,39390633935298607404597426025486312569,0.13409192324854977
18,8,260132025412894196619360585379792622718,0.037260151717983046
18,9,272356352585858640275563903762830864912,0.06046407853636769
19,0,330216976244191161307690478230311844340,0.08441558441558442
19,1,118567174265949561125067078261012045936,0.03658008658008658
19,2,328073295179499147859705107161598193918,0.10281385281385282
19,3,242961327270875100872882060149073544593,0.008874458874458875
19,4,65522732612169054840177898334550130535,0.0329004329004329
19,5,109717858910013203714185722231029309975,0.04199134199134199
19,6,234258302646696549576816349749284569333,0.00909090909090909
19,7,95385974427427874168172060846607768156,0.020995670995670995
19,8,130964529209263466081467444912747993770,0.05887445887445888
19,9,209366014447073287421641309388789235639,0.012121212121212121
20,0,128310935984234250122118439539858489258,0.07229928541403952
20,1,262950827386059462411917583193764831111,0.022488440521227407
20,2,92277272869513055695841765829823790676,0.04371584699453552
20,3,1458782004319758557716789175495330271,0.17065994115174443
20,4,234459255099675822494774498536519016428,0.08995376208490963
20,5,161290355586651508667200838956416282004,0.07440100882723834
20,6,162699823767228442697340992973781887800,0.051492223623371164
20,7,12688471219556080937739099458610839743,0.05947877259352669
20,8,260103011726613173615808882742107468792,0.03509878100042035
20,9,263221281807357989157575964704173864641,0.044136191677175286
21,0,267150913897104743130025010665377994012,0.1068218954248366
21,1,35269442319157150174523863811871368174,0.061887254901960786
21,2,19130259453949490202431795578491510485,0.2930964052287582
21,3,296424193723535259064873929711523892551,0.04554738562091503
21,4,147774255850404142879116753361279041532,0.01184640522875817
21,5,331190256577681756825101445300886375308,0.05535130718954248
21,6,218737219395398360649273284736273050288,0.07536764705882353
21,7,4866059145461084146744286181576972624,0.026756535947712417
21,8,551942220445487086186405164269391420,0.05330882352941176
21,9,274413013619876775044316384559871737831,0.024305555555555556
22,0,247300265039217116990046283786135921151,0.010329757647993643
22,1,100206811504792595317530036525145119003,0.14580850218514105
22,2,63178180481666439667641209210612772125,0.3867699642431466
22,3,190231365212187425729942277950079328962,0.14779499404052443
22,4,278413171271992591684325193321840316423,0.11064759634485499
22,5,43801099234791429045860389271020205490,0.3412793007548669
22,6,61105598522438370008753755568336571085,0.18116805721096543
22,7,222499441865194338045131058365220857589,0.06396503774334525
22,8,70789822775324547415874036831089189858,0.2820818434644418
22,9,300089248295848854460950621843274785417,0.14700039729837108
23,0,162344741789908518494934340183123799571,0.6366976024748646
23,1,39720061083568003640070898302846312474,0.1017014694508894
23,2,151931218362421258598275662462598469584,0.0075406032482598605
23,3,120143688085468982530747352473007593067,0.2917633410672854
23,4,132106420707090895969468085275162852041,0.25270688321732404
23,5,140921532808562805310143000888807507410,0.40738592420726993
23,6,290029508960115895651453147815140269681,0.21635730858468677
23,7,6549013514996727545920137820236980183,0.3213457076566125
23,8,150040180121188536255938121848079605616,0.1997293116782676
23,9,52715747047783935689367077904877384472,0.2842227378190255
24,0,211762979555923134880162417155610404993,0.3474576271186441
24,1,110892430105666621037079210724680117081,0.5549905838041431
24,2,46827606788636484854572915124627441197,0.7549905838041431
24,3,66525387564244836826795118737200937912,0.4536723163841808
24,4,139505059510373756791050511440984443158,0.3591337099811676
24,5,203564546527901577169481438994869816481,0.20583804143126178
24,6,320205319330676623512319749213497069784,0.41563088512241053
24,7,74068463327527074619665603700005188789,0.384180790960452
24,8,83766440496426052084296325322257616723,0.07909604519774012
24,9,222734755065625838811082673233747031685,0.0009416195856873823
25,0,251731232800096598012553147532684926277,0.566813509544787
25,1,281796206365032807571757554209576498963,0.6562041116005873
25,2,121168532623163699840421006789026043739,0.7968061674008811
25,3,96296490798288147399684471450638089383,0.591042584434655
25,4,100443854384789986313772029527247994343,0.2933186490455213
25,5,232717534413264408842686257108121333643,0.6338105726872246
25,6,23737570427606415870239830209182464841,0.5993024963289281
25,7,339949662645889889646046866320782454638,0.5952643171806168
25,8,154082509870258685080750795899388420689,0.7257709251101322
25,9,266389906395378136904437930785158138093,0.7244860499265786
26,0,335140562573791075296142756756499652444,0.701217329036878
26,1,204212439512318179045979122507950924802,0.8279627640529896
26,2,223653415360450103295819059056751809532,0.7751521661296097
26,3,51360665996089417569870659747674447586,0.029896168993913355
26,4,307576229353132004515740019171505264026,0.590046544933763
26,5,47499716358887164322695680908435437968,0.7287862513426423
26,6,254127997068538839889791088905264598236,0.3986752595775152
26,7,171006705875122196950834717542129458658,0.3000358037952023
26,8,157191727895497537499743889024828782668,0.7567132116004296
26,9,212241922837608110199285324358377064802,0.6944146079484426
27,0,191371814659261573733866023492166738219,0.8625087351502446
27,1,137250050378085935395166266686306666350,0.8539482879105521
27,2,1362419044381369285984244984353760941,0.7917540181691125
27,3,249288562381638141589033417325714654678,0.8991963661774982
27,4,326286976243950125173665259125256056773,0.7950733752620545
27,5,246161347836669320440988213925008786870,0.7783018867924528
27,6,4166218106130208113548380222651876517,0.7447589098532494
27,7,87284193142213526799576891044819344086,0.7769042627533194
27,8,137436106120615122885066510336763268979,0.8106219426974144
27,9,263457037863932166405848038358179354973,0.6458770090845563
28,0,57859625492067346040932718683727760025,0.8962811327192085
28,1,3009402455666464313844383491182348795,0.8647219379051518
28,2,165960309125617780516967665768053010446,0.8925281473899693
28,3,160749239264369200249734959121498738179,0.8882633913340157
28,4,156949551178989781717345927641400906288,0.8096212896622313
28,5,110569477954394112878909937704941646436,0.6695667007847151
28,6,42550356241855401482056302929605477469,0.8674513817809621
28,7,52948630533621891347128374672522755250,0.8809280109177755
28,8,15610273231765114371100742297789328604,0.8761514841351075
28,9,291591998938756721644209426073188201282,0.8775162060730126
29,0,135722811335418885839721318264273004871,0.9216666666666666
29,1,279874736269110521297049482542586308390,0.9236666666666666
29,2,36228430820773176770156996808676012672,0.8565
29,3,165242272550240420086603567218625004627,0.922
29,4,100156797095985943465863135780810470981,0.9216666666666666
29,5,116174457322428898494085033373465203337,0.9291666666666667
29,6,75054432289238616711483713572918230851,0.8505
29,7,86280995790483584718433514290312848918,0.931
29,8,36794095760229911543090693162188157831,0.8848333333333334
29,9,148798458267028062726575004465193372227,0.8953333333333333
